#KO	geneTPM	geneNAME
K19301	5.39072	aac6-II; aminoglycoside 6'-N-acetyltransferase II [EC:2.3.1.82]
K02806	155.432	ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-]
K01026	109.162	pct; propionate CoA-transferase [EC:2.8.3.1]
K01027	39.9812	OXCT; 3-oxoacid CoA-transferase [EC:2.8.3.5]
K19302	697.649	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
K01028	277.622	scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
K19303	120.393	mepH; murein DD-endopeptidase [EC:3.4.-.-]
K19304	10.7814	mepM; murein DD-endopeptidase [EC:3.4.24.-]
K01029	364.323	scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
K19309	219.223	bcrA; bacitracin transport system ATP-binding protein
K03670	8.98453	mdoG; periplasmic glucans biosynthesis protein
K16291	1.79691	erfK; L,D-transpeptidase ErfK/SrfK
K03671	640.148	trxA; thioredoxin 1
K03672	111.857	trxC; thioredoxin 2 [EC:1.8.1.8]
K03673	197.21	dsbA; protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15]
K10213	1.79691	rihB; ribosylpyrimidine nucleosidase [EC:3.2.2.8]
K03675	0	grxB; glutaredoxin 2
K21592	5.39072	tarK; teichoic acid ribitol-phosphate primase [EC:2.7.8.46]
K03676	108.713	grxC, GLRX, GLRX2; glutaredoxin 3
K10216	6.7384	dmpD, xylF; 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]
K21594	18.4183	GUF1; translation factor GUF1, mitochondrial [EC:3.6.5.-]
K10217	61.0948	dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]
K10218	99.7283	ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
K07560	85.8023	dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
K07566	430.808	tsaC, rimN, SUA5, YRDC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
K07568	524.697	queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
K11085	550.752	msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]
K02351	140.159	K02351; putative membrane protein
K02352	7.18763	drp35; lactonase [EC:3.1.1.-]
K02355	1537.25	fusA, GFM, EFG; elongation factor G
K02356	318.502	efp; elongation factor P
K02357	358.932	tsf, TSFM; elongation factor Ts
K02358	653.175	tuf, TUFM; elongation factor Tu
K20276	235.395	bapA; large repetitive protein
K11541	6.7384	URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]
K02810	109.162	scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]
K01031	373.307	pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]
K01032	347.252	pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]
K02814	11.6799	sorA, sorC; sorbose PTS system EIIC component
K01034	51.6611	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]
K01035	60.1964	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]
K19310	66.4855	bcrB; bacitracin transport system permease protein
K02819	130.276	treB, treP; trehalose PTS system EIIBC or EIIBCA component [EC:2.7.1.201]
K01039	123.987	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
K10220	6.28917	ligJ; 4-oxalmesaconate hydratase [EC:4.2.1.83]
K10221	109.611	ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]
K03683	1.79691	rnt; ribonuclease T [EC:3.1.13.-]
K03684	9.88299	rnd; ribonuclease D [EC:3.1.13.5]
K03685	225.961	rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]
K03686	599.718	dnaJ; molecular chaperone DnaJ
K03687	207.543	GRPE; molecular chaperone GrpE
K10227	59.2979	smoE, mtlE; polyol transport system substrate-binding protein
K03688	567.373	ubiB, aarF; ubiquinone biosynthesis protein
K10228	2.24613	smoF, mtlF; polyol transport system permease protein
K07570	70.0794	GSP13; general stress protein 13
K07571	70.0794	K07571; S1 RNA binding domain protein
K07574	189.574	yhbY; RNA-binding protein
K07576	249.321	K07576; metallo-beta-lactamase family protein
K02361	72.3255	entC; isochorismate synthase [EC:5.4.4.2]
K02362	3.14459	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
K02363	8.53531	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.71]
K02364	7.63685	entF; L-serine---[L-seryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.72]
K01040	137.913	gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]
K02821	115.9	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]
K01042	156.78	selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
K02823	132.971	pyrDII; dihydroorotate dehydrogenase electron transfer subunit
K02824	439.344	uraA, pyrP; uracil permease
K02825	81.7592	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
K20742	8.98453	ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
K01046	72.3255	lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]
K01048	135.217	pldB; lysophospholipase [EC:3.1.1.5]
K03690	125.334	ubiJ; ubiquinone biosynthesis accessory factor UbiJ
K06714	394.421	rocR; arginine utilization regulatory protein
K10231	15.2737	kojP; kojibiose phosphorylase [EC:2.4.1.230]
K03692	42.2273	E2.4.1.213; glucosylglycerol-phosphate synthase [EC:2.4.1.213]
K10233	0	aglF, ggtC; alpha-glucoside transport system permease protein
K03694	483.817	clpA; ATP-dependent Clp protease ATP-binding subunit ClpA
K06718	101.525	ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]
K03695	872.398	clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
K03696	592.53	clpC; ATP-dependent Clp protease ATP-binding subunit ClpC
K03697	70.5286	clpE; ATP-dependent Clp protease ATP-binding subunit ClpE
K03698	106.916	cbf, cbf1; 3'-5' exoribonuclease [EC:3.1.-.-]
K10237	26.9536	thuF, sugA; trehalose/maltose transport system permease protein
K03699	361.627	tlyC; magnesium and cobalt exporter, CNNM family
K01501	113.654	E3.5.5.1; nitrilase [EC:3.5.5.1]
K01502	66.9348	E3.5.5.7; aliphatic nitrilase [EC:3.5.5.7]
K07584	17.5198	ysxB; uncharacterized protein
K07588	58.8487	MMAA, argK; GTPase [EC:3.6.5.-]
K01507	196.312	ppa; inorganic pyrophosphatase [EC:3.6.1.1]
K18009	13.926	budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]
K02371	267.739	fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
K02372	172.952	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K02377	129.826	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]
K02379	194.964	fdhD; FdhD protein
K01051	268.638	E3.1.1.11; pectinesterase [EC:3.1.1.11]
K01053	226.859	gnl, RGN; gluconolactonase [EC:3.1.1.17]
K02834	260.102	rbfA; ribosome-binding factor A
K02835	396.218	prfA, MTRF1, MRF1; peptide chain release factor 1
K01055	424.519	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
K02836	406.101	prfB; peptide chain release factor 2
K01056	209.34	PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
K01057	42.2273	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
K02837	445.184	prfC; peptide chain release factor 3
K01058	2.24613	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]
K19333	8.53531	kdgR; IclR family transcriptional regulator, KDG regulon repressor
K02838	247.973	frr, MRRF, RRF; ribosome recycling factor
K19334	0	tabA; biofilm protein TabA
K02839	28.7505	prfH; peptide chain release factor
K20757	301.431	dthadh; threo-3-hydroxy-D-aspartate ammonia-lyase [EC:4.3.1.27]
K19337	114.553	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator
K06720	71.427	ectC; L-ectoine synthase [EC:4.2.1.108]
K19338	523.798	nac; LysR family transcriptional regulator, nitrogen assimilation regulatory protein
K19339	137.463	nosR; NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator
K10241	16.1722	cebF; cellobiose transport system permease protein
K10242	10.7814	cebG; cellobiose transport system permease protein
K06726	8.53531	rbsD; D-ribose pyranase [EC:5.4.99.62]
K07590	33.2428	RP-L7A, rplGB; large subunit ribosomal protein L7A
K01512	73.2239	acyP; acylphosphatase [EC:3.6.1.7]
K15915	4.94149	pglC; undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]
K01515	314.009	nudF; ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]
K18011	21.5629	kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]
K18012	26.0551	kdd; L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]
K15918	1.79691	GLYK; D-glycerate 3-kinase [EC:2.7.1.31]
K18013	176.995	kce; 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
K14138	94.3376	acsB; acetyl-CoA synthase [EC:2.3.1.169]
K18014	16.6214	kal; 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]
K02380	56.6026	fdhE; FdhE protein
K02381	32.7935	fdrA; FdrA protein
K16783	208.89	bioN; biotin transport system permease protein
K10702	84.4546	todF; 2-hydroxy-6-oxohepta-2,4-dienoate hydrolase [EC:3.7.1.25]
K16784	115.002	bioM; biotin transport system ATP-binding protein [EC:7.6.2.-]
K02385	52.5595	flbD; flagellar protein FlbD
K16785	267.29	ecfT; energy-coupling factor transport system permease protein
K02386	137.014	flgA; flagellar basal body P-ring formation protein FlgA
K16786	379.596	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
K02387	179.241	flgB; flagellar basal-body rod protein FlgB
K16787	526.943	ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
K16788	66.0363	niaX; niacin transporter
K02388	142.854	flgC; flagellar basal-body rod protein FlgC
K10708	1.79691	frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]
K16789	12.5783	thiT; thiamine transporter
K02389	246.176	flgD; flagellar basal-body rod modification protein FlgD
K01060	18.4183	cah; cephalosporin-C deacetylase [EC:3.1.1.41]
K15460	93.8884	yfiC, trmX; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]
K15461	364.772	mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
K02841	154.983	waaC, rfaC; lipopolysaccharide heptosyltransferase I [EC:2.4.99.23]
K01061	385.886	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
K02843	328.385	waaF, rfaF; lipopolysaccharide heptosyltransferase II [EC:2.4.99.24]
K02844	168.909	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]
K19340	147.346	nosF; Cu-processing system ATP-binding protein
K02846	11.6799	solA; N-methyl-L-tryptophan oxidase [EC:1.5.3.-]
K01066	145.549	aes; acetyl esterase [EC:3.1.1.-]
K19341	53.0087	nosY; Cu-processing system permease protein
K02847	362.975	waaL, rfaL; O-antigen ligase [EC:2.4.1.-]
K01067	75.4701	E3.1.2.1, ACH1; acetyl-CoA hydrolase [EC:3.1.2.1]
K19342	39.9812	nosL; copper chaperone NosL
K02849	6.28917	waaQ, rfaQ; lipopolysaccharide heptosyltransferase III [EC:2.4.99.25]
K01069	123.987	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
K19344	45.8211	nirC; cytochrome c55X
K19345	35.4889	nirF; protein NirF
K10254	93.4391	ohyA, sph; oleate hydratase [EC:4.2.1.53]
K01520	106.916	dut, DUT; dUTP diphosphatase [EC:3.6.1.23]
K01521	5.39072	cdh; CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]
K15921	29.1997	xynD; arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]
K15922	15.7229	yihQ; sulfoquinovosidase [EC:3.2.1.199]
K01523	105.119	hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]
K15923	554.795	AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]
K15924	42.2273	xynC; glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]
K01524	580.401	ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
K01525	162.171	apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
K19802	124.436	ycjG, ykfB, dgcA; L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase [EC:5.1.1.20 5.1.1.-]
K19803	5.83995	lpxT; Kdo2-lipid A phosphotransferase [EC:2.7.4.29]
K19804	256.059	lapB; lipopolysaccharide assembly protein B
K18028	127.131	nicX; 2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]
K18029	58.8487	nicA; nicotinate dehydrogenase subunit A [EC:1.17.2.1]
K02390	464.051	flgE; flagellar hook protein FlgE
K10710	1.79691	frlD; fructoselysine 6-kinase [EC:2.7.1.218]
K02391	158.577	flgF; flagellar basal-body rod protein FlgF
K10711	5.39072	frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator
K02392	380.495	flgG; flagellar basal-body rod protein FlgG
K02393	92.5407	flgH; flagellar L-ring protein FlgH
K02394	229.555	flgI; flagellar P-ring protein FlgI
K02395	187.327	flgJ; peptidoglycan hydrolase FlgJ
K10715	1.79691	rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
K02396	381.843	flgK; flagellar hook-associated protein 1
K02397	272.231	flgL; flagellar hook-associated protein 3 FlgL
K10716	252.465	kch, trkA, mthK, pch; voltage-gated potassium channel
K02398	134.768	flgM; negative regulator of flagellin synthesis FlgM
K02399	136.565	flgN; flagellar biosynthesis protein FlgN
K06281	48.9657	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]
K06282	52.1103	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]
K06283	53.0087	spoIIID; putative DeoR family transcriptional regulator, stage III sporulation protein D
K06284	99.2791	abrB; AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes
K06286	4.04304	ezrA; septation ring formation regulator
K06287	309.966	yhdE; nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]
K00208	460.008	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00209	19.3167	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K15470	2.69536	rhiH; cytochrome P450 monooxygenase
K01070	193.617	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]
K02851	543.564	wecA, tagO, rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]
K01071	115.9	MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]
K02852	5.83995	wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase [EC:2.4.1.180]
K02853	8.53531	wzyE, rffT; enterobacterial common antigen polymerase [EC:2.4.1.-]
K15473	9.43376	sdeA, laiA; effector protein SdeA
K01073	78.1654	E3.1.2.20; acyl-CoA hydrolase [EC:3.1.2.20]
K19350	35.9381	lsa; lincosamide and streptogramin A transport system ATP-binding/permease protein
K01075	75.4701	E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]
K02856	62.4425	rhaT; L-rhamnose-H+ transport protein
K01077	177.445	E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]
K02858	252.016	ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]
K19353	138.811	eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]
K01079	293.794	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]
K19355	50.3134	MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
K01531	360.729	mgtA, mgtB; P-type Mg2+ transporter [EC:7.2.2.14]
K14152	2.24613	HIS4; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]
K14153	40.8796	thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]
K01533	766.381	copB; P-type Cu2+ transporter [EC:7.2.2.9]
K01534	718.763	zntA; Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]
K19810	7.18763	epmB; L-lysine 2,3-aminomutase [EC:5.4.3.-]
K01535	25.1567	PMA1, PMA2; H+-transporting ATPase [EC:7.1.2.1]
K14155	228.207	patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
K18030	113.205	nicB; nicotinate dehydrogenase subunit B [EC:1.17.2.1]
K19811	58.8487	hsdA; 3alpha-hydroxysteroid 3-dehydrogenase [EC:1.1.1.357]
K01537	1171.58	ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]
K01539	10.3322	ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]
K14159	4.49227	rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]
K19814	54.3564	eam; glutamate 2,3-aminomutase [EC:5.4.3.9]
K19819	2.69536	ndhB; nicotine dehydrogenase subunit B [EC:1.5.99.4]
K06295	739.876	gerKA; spore germination protein KA
K06296	237.192	gerKB; spore germination protein KB
K00215	435.75	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K06297	462.703	gerKC; spore germination protein KC
K00216	32.3443	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
K06298	72.7747	gerM; germination protein M
K00217	158.128	E1.3.1.32; maleylacetate reductase [EC:1.3.1.32]
K00219	692.707	fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
K22010	145.1	pdtaR; two-component system, response regulator PdtaR
K22015	128.479	fdhF; formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-]
K02860	269.087	rimM; 16S rRNA processing protein RimM
K01081	490.555	E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]
K15482	2.69536	sidC; effector protein SidC
K01082	60.1964	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
K02863	238.09	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1
K02864	274.028	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10
K02867	199.457	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11
K01087	46.2703	otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]
K01089	121.74	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]
K14160	54.3564	imuA; protein ImuA
K14161	186.429	imuB; protein ImuB
K14162	802.768	dnaE2; error-prone DNA polymerase [EC:2.7.7.7]
K14166	1.79691	ycnJ; copper transport protein
K01546	356.237	kdpA; potassium-transporting ATPase potassium-binding subunit
K01547	401.159	kdpB; potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]
K01548	150.94	kdpC; potassium-transporting ATPase KdpC subunit
K19824	22.0121	fprB; rubrerythrin
K19828	4.49227	MTG1; mitochondrial GTPase 1
K14623	7.18763	dinD; DNA-damage-inducible protein D
K00226	167.562	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K04102	167.562	pht5; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]
K04103	7.63685	ipdC; indolepyruvate decarboxylase [EC:4.1.1.74]
K00228	130.276	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K22024	268.638	pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]
K02871	177.894	RP-L13, MRPL13, rplM; large subunit ribosomal protein L13
K01091	862.515	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
K22027	62.8917	iacA; indole-3-acetate monooxygenase [EC:1.14.13.235]
K01092	494.149	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
K02874	224.613	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
K01095	89.8453	pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]
K02876	193.167	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
K15496	211.137	wtpB; molybdate/tungstate transport system permease protein
K15497	7.18763	wtpC; molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]
K02878	137.913	RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
K02879	238.539	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17
K14170	466.746	pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
K01551	363.874	arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]
K01555	253.364	FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]
K01556	232.25	KYNU, kynU; kynureninase [EC:3.7.1.3]
K19837	1.79691	atzE; 1-carboxybiuret hydrolase [EC:3.5.1.131]
K10742	186.878	DNA2; DNA replication ATP-dependent helicase/nuclease Dna2 [EC:5.6.2.3 3.1.-.-]
K10747	9.88299	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
K00230	28.3013	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	33.692	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00234	2.69536	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K04110	145.549	badA; benzoate-CoA ligase [EC:6.2.1.25]
K04112	7.18763	bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]
K04113	12.5783	bcrB, badE; benzoyl-CoA reductase subunit B [EC:1.3.7.8]
K00239	694.055	sdhA, frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K04116	10.7814	aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]
K04117	1.79691	aliB; cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-]
K02881	158.128	RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
K02884	221.019	RP-L19, MRPL19, rplS; large subunit ribosomal protein L19
K02886	331.08	RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K02887	236.293	RP-L20, MRPL20, rplT; large subunit ribosomal protein L20
K02888	171.155	RP-L21, MRPL21, rplU; large subunit ribosomal protein L21
K01560	268.188	E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
K01561	96.1345	dehH; haloacetate dehalogenase [EC:3.8.1.3]
K01563	100.627	dhaA; haloalkane dehalogenase [EC:3.8.1.5]
K01567	88.4976	pdaA; peptidoglycan-N-acetylmuramic acid deacetylase [EC:3.5.1.-]
K01568	2.24613	PDC, pdc; pyruvate decarboxylase [EC:4.1.1.1]
K14188	82.2085	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
K01569	2.24613	oxdD; oxalate decarboxylase [EC:4.1.1.2]
K18067	160.823	pht4; phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64]
K18068	144.651	pht3; phthalate 4,5-dioxygenase [EC:1.14.12.7]
K18069	84.9038	pht2; phthalate 4,5-dioxygenase reductase component [EC:1.18.1.-]
K00240	203.05	sdhB, frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00241	134.768	sdhC, frdC; succinate dehydrogenase cytochrome b subunit
K00242	84.4546	sdhD, frdD; succinate dehydrogenase membrane anchor subunit
K00243	212.484	K00243; uncharacterized protein
K00244	533.681	frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K14645	22.0121	K14645; serine protease [EC:3.4.21.-]
K00245	44.9227	frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00246	25.1567	frdC; succinate dehydrogenase subunit C
K14647	8.08608	vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]
K00247	29.1997	frdD; succinate dehydrogenase subunit D
K00248	359.831	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	1720.09	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]
K22044	218.773	ybiO; moderate conductance mechanosensitive channel
K02890	137.913	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
K02892	168.46	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
K02895	147.796	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24
K02897	469.442	RP-L25, rplY; large subunit ribosomal protein L25
K02899	194.964	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27
K00700	551.201	GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
K00702	42.6765	E2.4.1.20; cellobiose phosphorylase [EC:2.4.1.20]
K00703	298.736	glgA; starch synthase [EC:2.4.1.21]
K00705	679.231	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]
K17204	24.2582	eryE; erythritol transport system ATP-binding protein
K17206	7.18763	xltB; putative xylitol transport system permease protein
K17207	5.39072	xltA; putative xylitol transport system ATP-binding protein
K22504	7.18763	invG; type III secretion system outer membrane ring protein
K17209	6.28917	iatP; inositol transport system permease protein
K22506	0	spaL; type III secretion system ATPase [EC:7.4.2.8]
K01571	143.753	oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]
K15973	1.79691	mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor
K01573	46.2703	oadG; oxaloacetate decarboxylase (Na+ extruding) subunit gamma
K01574	28.3013	adc; acetoacetate decarboxylase [EC:4.1.1.4]
K18070	1.79691	pht1, ophD; MFS transporter, ACS family, phthalate transporter
K01575	8.98453	alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]
K01576	111.857	mdlC; benzoylformate decarboxylase [EC:4.1.1.7]
K14197	11.6799	sbi; immunoglobulin G-binding protein Sbi
K01577	5.83995	oxc; oxalyl-CoA decarboxylase [EC:4.1.1.8]
K15977	392.624	K15977; putative oxidoreductase
K01578	206.644	MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]
K01579	153.636	panD; aspartate 1-decarboxylase [EC:4.1.1.11]
K10762	12.1291	ydaV; putative replication protein
K10763	140.159	hda; DnaA-homolog protein
K10764	128.03	metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]
